Kind;Name;Type;Description
compute.beta.instanceTemplate;properties.disks[].diskEncryptionKey.rawKey;string;Specifies a 256-bit customer-supplied encryption key, encoded in RFC 4648 base64 to either encrypt or decrypt this resource.
compute.beta.instanceTemplate;properties.disks[].diskEncryptionKey.rsaEncryptedKey;string;Specifies an RFC 4648 base64 encoded, RSA-wrapped 2048-bit customer-supplied encryption key to either encrypt or decrypt this resource. The key must meet the following requirements before you can provide it to Compute Engine: The key is wrapped using a RSA public key certificate provided by Google. After being wrapped, the key must be encoded in RFC 4648 base64 encoding. Get the RSA public key certificate provided by Google at: https://cloud-certs.storage.googleapis.com/google-cloud-csek-ingress.pem
compute.beta.instanceTemplate;properties.disks[].diskEncryptionKey.sha256;string;[Output only] The RFC 4648 base64 encoded SHA-256 hash of the customer-supplied encryption key that protects this resource.
compute.beta.instanceTemplate;properties.disks[].index;integer;Assigns a zero-based index to this disk, where 0 is reserved for the boot disk. For example, if you have many disks attached to an instance, each disk would have a unique index number. If not specified, the server will choose an appropriate value.
compute.beta.instanceTemplate;properties.disks[].initializeParams;nested object;[Input Only] Specifies the parameters for a new disk that will be created alongside the new instance. Use initialization parameters to create boot disks or local SSDs attached to the new instance. This property is mutually exclusive with the source property; you can only define one or the other, but not both.
compute.beta.instanceTemplate;properties.disks[].initializeParams.diskName;string;Specifies the disk name. If not specified, the default is to use the name of the instance.
compute.beta.instanceTemplate;properties.disks[].initializeParams.diskSizeGb;long;Specifies the size of the disk in base-2 GB.
compute.beta.instanceTemplate;properties.disks[].initializeParams.diskStorageType;string;[Deprecated] Storage type of the disk.
compute.beta.instanceTemplate;properties.disks[].initializeParams.diskType;string;Specifies the disk type to use to create the instance. If not specified, the default is pd-standard, specified using the full URL. For example: https://www.googleapis.com/compute/v1/projects/project/zones/zone/diskTypes/pd-standard Other values include pd-ssd and local-ssd. If you define this field, you can provide either the full or partial URL. For example, the following are valid values: https://www.googleapis.com/compute/v1/projects/project/zones/zone/diskTypes/diskType projects/project/zones/zone/diskTypes/diskType zones/zone/diskTypes/diskType Note that for InstanceTemplate, this is the name of the disk type, not URL.
compute.beta.instanceTemplate;properties.disks[].initializeParams.sourceImage;string;The source image to create this disk. When creating a new instance, one of initializeParams.sourceImage or disks.source is required. To create a disk with one of the public operating system images, specify the image by its family name. For example, specify family/debian-8 to use the latest Debian 8 image: projects/debian-cloud/global/images/family/debian-8 Alternatively, use a specific version of a public operating system image: projects/debian-cloud/global/images/debian-8-jessie-vYYYYMMDD To create a disk with a private image that you created, specify the image name in the following format: global/images/my-private-image You can also specify a private image by its image family, which returns the latest version of the image in that family. Replace the image name with family/family-name: global/images/family/my-private-family If the source image is deleted later, this field will not be set.
